Gene_Name,Fold Change,log2FC,abslog2FC
TGFB1I1,0.5352077849605591,-0.9018289937766205,0.9018289937766205
CITED4,1.8684286248908482,0.9018254529438127,0.9018254529438127
SLC39A14,1.8681824162702927,0.9016353320280948,0.9016353320280948
MROH6,1.8674596344657235,0.901077059193628,0.901077059193628
RTDR1,0.5355062190055778,-0.9010247653340383,0.9010247653340383
SPATA17,0.5355695448779095,-0.9008541706382007,0.9008541706382007
MYL6,0.5355731268359886,-0.9008445217402643,0.9008445217402643
ANKRD23,1.8668539545920053,0.9006090688457353,0.9006090688457353
TRIM21,0.5356999993613647,-0.9005028005497203,0.9005028005497203
MED24,0.535769590660739,-0.9003153962153884,0.9003153962153884
MED11,0.5360043069031668,-0.8996835018108879,0.8996835018108879
XAF1,0.5360243749428056,-0.899629488216362,0.899629488216362
CEP78,1.8654774864005803,0.8995449490294025,0.8995449490294025
NOV,0.5360942076546446,-0.8994415476119557,0.8994415476119557
SLC37A1,0.5361027059910506,-0.8994186777311847,0.8994186777311847
CD14,0.5361525875226145,-0.8992844488050951,0.8992844488050951
B3GAT1,0.5361823127008981,-0.8992044656444214,0.8992044656444214
ALDH4A1,1.864765624920071,0.8989943151915806,0.8989943151915806
SUCNR1,0.5362911342013803,-0.898911691515458,0.898911691515458
LYRM9,0.5363247425321516,-0.8988212834333033,0.8988212834333033
UBE2O,1.864441263227235,0.8987433476154043,0.8987433476154043
PARK2,0.536391103345346,-0.8986427861796362,0.8986427861796362
GTPBP3,1.8642107484463895,0.8985649654383816,0.8985649654383816
BCL7A,1.8641738517067752,0.8985364111184941,0.8985364111184941
MRPL15,1.864136641587685,0.8985076137024095,0.8985076137024095
CCT7,1.863809277500265,0.8982542374158696,0.8982542374158696
FAM63B,0.5365899963331894,-0.8981079362543176,0.8981079362543176
LRIG3,1.863242946441705,0.897815798152408,0.897815798152408
SPRN,1.86316699410609,0.8977569876298411,0.8977569876298411
APOL6,0.5368461745036213,-0.8974193308334764,0.8974193308334764
PAIP1,1.862649038911773,0.8973558667003934,0.8973558667003934
PPP2R5A,0.5368974097179325,-0.8972816503094703,0.8972816503094703
BCL2A1,0.5369072073350731,-0.8972553234089575,0.8972553234089575
FKBP5,0.5369388323153366,-0.8971703480949501,0.8971703480949501
FBXL18,1.8622458388550795,0.89704353857107,0.89704353857107
RAD1,1.8620227517964967,0.8968707010940433,0.8968707010940433
RBM47,0.5370580658116405,-0.8968500164909534,0.8968500164909534
SPA17,0.5371098059651742,-0.896711034000531,0.896711034000531
GSR,1.8614606465013293,0.8964351162176201,0.8964351162176201
ZNF786,1.8614102223819975,0.8963960352881613,0.8963960352881613
USP28,1.8613607507326901,0.8963576915363485,0.8963576915363485
WARS,0.5372529710341939,-0.8963265390408255,0.8963265390408255
DDAH2,0.5373531232094851,-0.8960576236720792,0.8960576236720792
CCSER1,1.8608664133748434,0.8959744918940689,0.8959744918940689
GALNT1,1.86070579054556,0.8958499586340878,0.8958499586340878
ZNF154,0.537677434059742,-0.8951871708902451,0.8951871708902451
NT5C1B,1.8592025631897469,0.8946839628280719,0.8946839628280719
SYNJ1,0.5378727398322111,-0.894663221976778,0.894663221976778
TPRKB,1.8590540977674814,0.8945687527454498,0.8945687527454498
LOXL4,1.8589819278531021,0.8945127451237527,0.8945127451237527
C7orf63,0.5380263331083002,-0.8942513092522371,0.8942513092522371
SGCD,0.538070563589089,-0.8941327119483661,0.8941327119483661
SEC14L1,0.5380863974653215,-0.894090258188279,0.894090258188279
ANKRD16,1.8582641447888155,0.8939555896059773,0.8939555896059773
ITPRIPL1,1.8581667781466513,0.893879995373369,0.893879995373369
C4orf33,0.5381846354935281,-0.8938268904822387,0.8938268904822387
GSTA1,1.857679729998015,0.8935017978610684,0.8935017978610684
AVEN,1.8574737682137796,0.8933418367476573,0.8933418367476573
VASH2,1.8572460849581838,0.8931649849164903,0.8931649849164903
IFI16,1.8571977392469479,0.8931274298362936,0.8931274298362936
OBFC1,0.5384866158107798,-0.8930176081371562,0.8930176081371562
FRK,1.8569135583947483,0.8929066576115924,0.8929066576115924
ITGA4,0.5385598950796963,-0.8928212941674997,0.8928212941674997
EIF4EBP3,0.5386054710041659,-0.8926992104794684,0.8926992104794684
HIC2,1.8566423766816138,0.8926959525513999,0.8926959525513999
NUP210,1.856446220768299,0.8925435224888164,0.8925435224888164
SLCO4A1,0.5386711372686507,-0.8925233291997382,0.8925233291997382
SEPW1,0.5387937700144589,-0.8921949256409842,0.8921949256409842
ANTXR2,0.538804190331362,-0.8921670240671615,0.8921670240671615
LRG1,0.5389279095622009,-0.8918357931024428,0.8918357931024428
C12orf66,1.8548119535513654,0.8912729294710251,0.8912729294710251
NABP2,1.8545126603833666,0.8910401168621966,0.8910401168621966
HEBP2,1.8543477702079119,0.8909118368996429,0.8909118368996429
CHL1,1.8542836682200718,0.8908619642598228,0.8908619642598228
SYNGR1,1.853933701888847,0.8905896529891272,0.8905896529891272
HNRNPA3,1.8539155903080529,0.8905755588414229,0.8905755588414229
WIPF1,0.5394035446375953,-0.8905630927534492,0.8905630927534492
NUPR1,0.5394533933437569,-0.8904297729800977,0.8904297729800977
PPIH,1.853587891658629,0.8903205251132225,0.8903205251132225
TMEM159,1.8535750400332571,0.8903105223285955,0.8903105223285955
TUBA4A,1.8535716514333822,0.8903078848736243,0.8903078848736243
C1orf172,1.8533812238155527,0.8901596612574209,0.8901596612574209
CACFD1,0.5398376932169286,-0.8894023809232676,0.8894023809232676
TMED5,0.5398897458486848,-0.8892632790146917,0.8892632790146917
PHEX,0.5399281311428747,-0.8891607093596151,0.8891607093596151
VAV1,0.5399476558894233,-0.8891085399242754,0.8891085399242754
TCP1,1.8517953152180806,0.8889246417734659,0.8889246417734659
DENND6B,0.5400689750229044,-0.8887844217431943,0.8887844217431943
MEGF6,0.5400721886396561,-0.8887758371820147,0.8887758371820147
ZNF454,0.540083491650835,-0.8887456437599496,0.8887456437599496
ATP5G1,1.851325141694048,0.8885582928939104,0.8885582928939104
IDO1,0.5401782825833729,-0.8884924562235461,0.8884924562235461
KLHL17,1.8511742059672762,0.8884406673635968,0.8884406673635968
RNF7,1.8511556302204017,0.8884261904590084,0.8884261904590084
ZNF471,0.5402284783148417,-0.8883584009111641,0.8883584009111641
CBS,1.851058232332101,0.8883502815808648,0.8883502815808648
EGFLAM,1.8509716997238856,0.888282837412632,0.888282837412632
IGF1,0.5402696822587717,-0.8882483688393461,0.8882483688393461
